그리스,아테네,2,3
그리스,아테네,2,4
그리스,산토리니섬,4,3
그리스,산토리니섬,4,4
그리스,산토리니섬,4,8
그리스,산토리니섬,5,3
그리스,산토리니섬,5,4
그리스,산토리니섬,5,8
네덜란드,암스트라담,1,3
네덜란드,암스트라담,1,4
네덜란드,킨데르데이크,3,3
네덜란드,킨데르데이크,3,4
네덜란드,킨데르데이크,6,3
네덜란드,킨데르데이크,6,4
노르웨이,오슬로,1,3
노르웨이,오슬로,1,4
노르웨이,플롬,3,3
노르웨이,플롬,3,4
노르웨이,플롬,5,3
노르웨이,플롬,5,4
덴마크,코펜하겐,1,2
덴마크,코펜하겐,1,4
덴마크,셸란섬,4,3
덴마크,셸란섬,4,4
덴마크,셸란섬,4,8
덴마크,셸란섬,5,3
덴마크,셸란섬,5,4
덴마크,셸란섬,5,8
독일,베를린,1,3
독일,베를린,1,4
독일,하이델베르크,3,3
독일,하이델베르크,3,4
독일,하이델베르크,5,3
독일,하이델베르크,5,4
라트비아,리가,1,3
라트비아,리가,1,4
라트비아,리가,3,3
라트비아,리가,3,4
루마니아,부쿠레슈티,1,3
루마니아,부쿠레슈티,1,4
루마니아,시나이아,1,3
루마니아,시나이아,1,4
루마니아,시나이아,5,3
루마니아,시나이아,5,4
룩셈부르크,룩셈부르크,1,3
룩셈부르크,룩셈부르크,1,4
룩셈부르크,룩셈부르크,3,3
룩셈부르크,룩셈부르크,3,4
리투아니아,빌니우스,1,3
리투아니아,빌니우스,1,4
리투아니아,팔랑가,4,3
리투아니아,팔랑가,4,4
리투아니아,팔랑가,4,8
몬테네그로,코토르,1,3
몬테네그로,코토르,1,4
몬테네그로,코토르,4,3
몬테네그로,코토르,4,4
몬테네그로,부드바,1,3
몬테네그로,부드바,1,7
몬테네그로,부드바,4,3
몬테네그로,부드바,4,7
몰도바,키시나우,1,3
몰도바,키시나우,1,4
몰도바,오르헤이,5,3
몰도바,오르헤이,5,4
벨기에,브뤼쉘,1,3
벨기에,브뤼쉘,1,4
벨기에,겐트,1,3
벨기에,겐트,1,4
벨기에,겐트,4,3
벨기에,겐트,4,4
벨라루스,민스크,1,4
벨라루스,미르,3,4
북마케도니아,스코페,1,4
북마케도니아,오흐리드,3,4
북마케도니아,오흐리드,3,8
북마케도니아,오흐리드,4,4
북마케도니아,오흐리드,4,8
불가리아,소피아,1,4
불가리아,릴라,3,1
불가리아,릴라,3,4
불가리아,릴라,4,1
불가리아,릴라,4,4
세르비아,베오그라드,1,4
세르비아,베오그라드,1,7
세르비아,베오그라드,3,4
세르비아,베오그라드,3,7
세르비아,코파오니크,4,1
스웨덴,스톡홀름,1,3
스웨덴,스톡홀름,1,4
스웨덴,스톡홀름,1,6
스웨덴,아비스코,6,1
스웨덴,아비스코,6,3
스웨덴,아비스코,6,4
스위스,베른,1,3
스위스,베른,1,4
스위스,제네바,1,3
스위스,제네바,1,4
스위스,제네바,3,3
스위스,제네바,3,4
스위스,루체른,3,2
스위스,루체른,3,4
스위스,루체른,3,8
스위스,취리히,1,4
스위스,취리히,1,6
스위스,체르마트,4,1
스위스,체르마트,4,3
스위스,체르마트,4,8
스위스,인터라켄,3,1
스위스,인터라켄,3,2
스위스,인터라켄,3,8
스위스,인터라켄,4,1
스위스,인터라켄,4,2
스위스,인터라켄,4,8
슬로바키아,브라티슬라바,1,4
슬로바키아,브라티슬라바,3,4
슬로바키아,타트리,4,1
슬로베니아,류블랴나,1,3
슬로베니아,류블랴나,1,4
슬로베니아,류블랴나,3,3
슬로베니아,류블랴나,3,4
슬로베니아,블레드,3,4
슬로베니아,블레드,3,8
아이슬란드,레이캬비크,1,3
아이슬란드,레이캬비크,1,4
아이슬란드,레이캬비크,4,3
아이슬란드,레이캬비크,4,4
아이슬란드,셀포스,3,3
아이슬란드,셀포스,3,8
아이슬란드,셀포스,5,3
아이슬란드,셀포스,5,8
아일랜드,더블린,1,3
아일랜드,더블린,1,4
아일랜드,더블린,3,3
아일랜드,더블린,3,4
아일랜드,킬라니,3,3
아일랜드,킬라니,3,4
아일랜드,킬라니,5,3
아일랜드,킬라니,5,4
에스토니아,탈린,1,3
에스토니아,탈린,1,4
영국,런던,1,3
영국,런던,1,4
영국,런던,1,6
영국,바스,5,3
영국,바스,5,4
영국,바스,5,8
오스트리아,비엔나,1,3
오스트리아,비엔나,1,4
오스트리아,잘츠부르크,1,3
오스트리아,잘츠부르크,1,4
오스트리아,잘츠부르크,5,3
오스트리아,잘츠부르크,5,4
오스트리아,할슈타트,3,3
오스트리아,할슈타트,3,4
오스트리아,할슈타트,5,3
오스트리아,할슈타트,5,4
우크라이나,키예프,1,3
우크라이나,키예프,1,4
우크라이나,리비우,1,3
우크라이나,리비우,1,4
이탈리아,로마,1,3
이탈리아,로마,1,4
이탈리아,베니스,1,3
이탈리아,베니스,1,3
이탈리아,베니스,3,4
이탈리아,베니스,3,4
이탈리아,밀라노,1,3
이탈리아,밀라노,1,4
이탈리아,밀라노,1,6
이탈리아,나폴리,1,3
이탈리아,나폴리,1,4
이탈리아,나폴리,1,5
이탈리아,친퀘테레,1,3
이탈리아,친퀘테레,1,4
이탈리아,친퀘테레,4,3
이탈리아,친퀘테레,4,4
이탈리아,코모,3,8
이탈리아,알페디시우시,5,1
이탈리아,알페디시우시,5,3
이탈리아,시에나,1,3
이탈리아,시에나,1,4
체코,프라하,1,3
체코,프라하,1,4
체코,체스키크룸로프,1,2
체코,체스키크룸로프,1,3
체코,체스키크룸로프,1,4
체코,체스키크룸로프,3,2
체코,체스키크룸로프,3,3
체코,체스키크룸로프,3,4
체코,카를로비바리,5,4
체코,카를로비바리,5,8
크로아티아,자그레브,1,3
크로아티아,자그레브,1,4
크로아티아,두브로브니크,1,2
크로아티아,두브로브니크,1,3
크로아티아,두브로브니크,4,2
크로아티아,두브로브니크,4,3
크로아티아,라스토케,3,3
크로아티아,라스토케,3,4
크로아티아,라스토케,5,3
크로아티아,라스토케,5,4
크로아티아,스플리트,1,3
크로아티아,스플리트,1,4
크로아티아,스플리트,4,3
크로아티아,스플리트,4,4
폴란드,바르샤바,1,3
폴란드,바르샤바,1,4
폴란드,자코파네,5,1
폴란드,자코파네,5,8
프랑스,파리,1,3
프랑스,파리,1,4
프랑스,파리,1,6
프랑스,칸,1,3
프랑스,칸,1,4
프랑스,칸,1,6
프랑스,칸,4,3
프랑스,칸,4,4
프랑스,칸,4,6
핀란드,헬싱키,1,3
핀란드,헬싱키,1,4
핀란드,헬싱키,1,6
핀란드,헬싱키,4,3
핀란드,헬싱키,4,4
핀란드,헬싱키,4,6
핀란드,로바니에미,1,1
핀란드,로바니에미,1,2
핀란드,로바니에미,1,3
핀란드,로바니에미,1,4
핀란드,로바니에미,5,1
핀란드,로바니에미,5,2
핀란드,로바니에미,5,3
핀란드,로바니에미,5,4
헝가리,부다페스트,1,2
헝가리,부다페스트,1,3
헝가리,부다페스트,1,4
헝가리,부다페스트,3,2
헝가리,부다페스트,3,3
헝가리,부다페스트,3,4
헝가리,센텐드레,1,3
헝가리,센텐드레,1,4
헝가리,센텐드레,3,3
헝가리,센텐드레,3,4
대한민국,서울,1,4
대한민국,서울,1,6
대한민국,서울,1,7
대한민국,제주도,4,1
대한민국,제주도,4,8
일본,도쿄,1,2
일본,도쿄,1,4
일본,도쿄,1,6
일본,오사카,1,2
일본,오사카,1,4
일본,오사카,1,6
일본,오키나와,4,8
중국,베이징,1,4
중국,베이징,1,6
중국,홍콩,1,2
중국,홍콩,1,4
중국,홍콩,1,6
중국,홍콩,1,7
중국,양삭,3,3
중국,양삭,3,4
중국,양삭,5,3
중국,양삭,5,4
중국,샤먼,1,4
중국,샤먼,4,4
대만,타이페이,1,6
대만,옥산,5,1
대만,옥산,5,3
몽골,울란바토르,1,3
몽골,울란바토르,1,4
몽골,홉스골,3,3
몽골,홉스골,3,8
몽골,홉스골,6,3
몽골,홉스골,6,8
몽골,사막투어,7,1
몽골,사막투어,7,3
러시아,모스크바,1,4
러시아,모스크바,1,6
러시아,시베리아 횡단열차,3,3
러시아,시베리아 횡단열차,4,3
러시아,시베리아 횡단열차,5,3
러시아,시베리아 횡단열차,6,3
싱가폴,싱가포르,1,4
싱가폴,싱가포르,1,6
싱가폴,싱가포르,1,8
말레이시아,쿠알라룸푸르,1,4
말레이시아,코타키나발루,2,8
말레이시아,코타키나발루,4,8
필리핀,마닐라,1,4
필리핀,마닐라,4,4
필리핀,세부,4,1
필리핀,세부,4,8
필리핀,보라카이,4,1
필리핀,보라카이,4,8
인도네시아,자카르타,1,3
인도네시아,자카르타,1,4
인도네시아,발리,4,1
인도네시아,발리,4,8
라오스,비엔티안,2,3
라오스,비엔티안,2,4
라오스,방비엥,3,1
라오스,방비엥,3,3
라오스,방비엥,5,1
라오스,방비엥,5,3
베트남,하노이,2,4
베트남,사파,2,1
베트남,사파,2,3
베트남,사파,2,8
베트남,사파,3,1
베트남,사파,3,3
베트남,사파,3,8
베트남,사파,5,1
베트남,사파,5,3
베트남,사파,5,8
베트남,하롱베이,3,1
베트남,하롱베이,3,3
베트남,하롱베이,4,1
베트남,하롱베이,4,3
베트남,하롱베이,5,1
베트남,하롱베이,5,3
캄보디아,프놈펜,2,3
캄보디아,프놈펜,2,4
캄보디아,시엠레아프,2,1
캄보디아,시엠레아프,2,3
캄보디아,시엠레아프,2,4
태국,방콕,2,4
태국,방콕,2,6
태국,푸켓,4,8
태국,치앙마이,2,1
태국,치앙마이,2,4
태국,사무이섬,4,1
태국,사무이섬,4,8
미얀마,양곤,2,4
미얀마,양곤,3,4
미얀마,버간 왕조,2,4
미얀마,버간 왕조,6,4
방글라데시,다카,2,4
방글라데시,슌도르본,3,1
방글라데시,슌도르본,3,3
방글라데시,슌도르본,5,1
방글라데시,슌도르본,5,3
방글라데시,슌도르본,6,1
방글라데시,슌도르본,6,3
인도,뉴델리,2,4
인도,제이설머,2,3
인도,제이설머,2,4
인도,아그라,2,3
인도,아그라,2,4
스리랑카,콜롬보,1,4
스리랑카,콜롬보,4,4
스리랑카,시기리야,3,3
스리랑카,시기리야,3,4
스리랑카,시기리야,5,3
스리랑카,시기리야,5,4
스리랑카,하푸탈레,5,1
스리랑카,하푸탈레,5,3
스리랑카,갈,4,1
스리랑카,갈,4,8
